2025-10-11T16:38:27.000000000Z [inf]  Starting Container
2025-10-11T16:38:29.204129756Z [inf]  date        7d%  25d%  pos  equity   buy&hold
2025-10-11T16:38:29.204350324Z [inf]  2024-03-16   -0.4    6.6    0   1121.92   1015.26
2025-10-11T16:38:29.204354499Z [inf]  2024-03-17   -0.2    7.5    0   1121.92   1024.53
2025-10-11T16:38:29.204359008Z [inf]  2024-03-18    0.5    9.6    1   1121.92   1054.26
2025-10-11T16:38:29.212964975Z [inf]  2024-03-19   -1.4    9.3    0   1154.48   1076.59
2025-10-11T16:38:29.223139826Z [inf]  2024-03-20    0.6    9.9    1   1154.48   1120.42
2025-10-11T16:38:29.234589974Z [inf]  2024-03-21    0.1   10.8    1   1154.48   1135.12
2025-10-11T16:38:29.243148824Z [inf]  2024-03-22    1.0    9.9    1   1154.48   1148.17
2025-10-11T16:38:29.252831950Z [inf]  2024-03-23    1.9    8.6    1   1154.48   1186.61
2025-10-11T16:38:29.263676499Z [inf]  2024-03-24    0.6    7.7    1   1154.48   1181.44
2025-10-11T16:38:29.275795739Z [inf]  2024-03-25    2.9    7.4    1   1154.48   1231.26
2025-10-11T16:38:29.284531949Z [inf]  2024-03-26    3.0    8.8    1   1154.48   1233.27
2025-10-11T16:38:29.296499816Z [inf]  2024-03-27    1.6    9.3    1   1154.48   1239.08
2025-10-11T16:38:29.304717714Z [inf]  2024-03-28    1.1    6.8    1   1154.48   1227.63
2025-10-11T16:38:29.316873502Z [inf]  2024-03-29    2.4    9.6    1   1154.48   1239.40
2025-10-11T16:38:29.329083503Z [inf]  2024-03-30    3.1    7.5    1   1154.48   1230.77
2025-10-11T16:38:29.335835781Z [inf]  2024-03-31    3.8    7.6    1   1154.48   1242.28
2025-10-11T16:38:29.348207304Z [inf]  2024-04-01    6.0    6.5    1   1154.48   1232.54
2025-10-11T16:38:29.356995310Z [inf]  2024-04-02    6.4    6.3    1   1154.48   1219.21
2025-10-11T16:38:29.375126853Z [inf]  2024-04-03    7.9    9.9    1   1154.48   1206.27
2025-10-11T16:38:29.378479472Z [inf]  2024-04-04    5.7    9.8    1   1154.48   1225.86
2025-10-11T16:38:29.387596691Z [inf]  2024-04-05    6.6   13.6    1   1154.48   1229.68
2025-10-11T16:38:29.405576211Z [inf]  2024-04-06    5.6   10.8    1   1154.48   1294.99
2025-10-11T16:38:29.409075813Z [inf]  2024-04-07    5.0   10.0    1   1154.48   1355.87
2025-10-11T16:38:29.417794872Z [inf]  2024-04-08    4.8   12.9    1   1154.48   1484.11
2025-10-11T16:38:29.430175180Z [inf]  2024-04-09    3.6   15.4    1   1154.48   1453.18
2025-10-11T16:38:29.440267956Z [inf]  2024-04-10    0.6   12.0    1   1154.48   1483.06
2025-10-11T16:38:29.452960273Z [inf]  2024-04-11    1.5   10.1    1   1154.48   1473.54
2025-10-11T16:38:29.461473792Z [inf]  2024-04-12    2.7   13.3    1   1154.48   1500.32
2025-10-11T16:38:29.471674589Z [inf]  2024-04-13    2.3    9.1    1   1154.48   1622.31
2025-10-11T16:38:29.480942317Z [inf]  2024-04-14    0.3    9.9    1   1154.48   1514.82
2025-10-11T16:38:29.495367175Z [inf]  2024-04-15    0.7   12.1    1   1154.48   1570.69
2025-10-11T16:38:29.504156120Z [inf]  2024-04-16    1.8   11.3    1   1154.48   1588.50
2025-10-11T16:38:29.511040371Z [inf]  2024-04-17    1.9   12.5    1   1154.48   1619.42
2025-10-11T16:38:29.523470982Z [inf]  2024-04-18    2.8   10.7    1   1154.48   1623.92
2025-10-11T16:38:29.532403880Z [inf]  2024-04-19    3.2   11.5    1   1154.48   1639.19
2025-10-11T16:38:29.542485226Z [inf]  2024-04-20    3.1    6.3    1   1154.48   1713.41
2025-10-11T16:38:29.552795947Z [inf]  2024-04-21    2.1    7.5    1   1154.48   1698.53
2025-10-11T16:38:29.564780144Z [inf]  2024-04-22    3.5    6.8    1   1154.48   1737.05
2025-10-11T16:38:29.573816334Z [inf]  2024-04-23    1.0    4.3    1   1154.48   1697.03
2025-10-11T16:38:29.584437189Z [inf]  2024-04-24    1.6    3.2    1   1154.48   1652.12
2025-10-11T16:38:29.594567975Z [inf]  2024-04-25   -2.0    4.0    0   1771.66   1552.30
2025-10-11T16:38:29.607255837Z [inf]  2024-04-26   -0.6    5.4    0   1771.66   1625.82
2025-10-11T16:38:29.616189023Z [inf]  2024-04-27    0.2    2.3    1   1771.66   1607.20
2025-10-11T16:38:29.634858957Z [inf]  2024-04-28    1.2    0.0    1   1771.66   1472.35
2025-10-11T16:38:29.641796182Z [inf]  2024-04-29    1.8    2.2    1   1771.66   1612.68
2025-10-11T16:38:29.651147324Z [inf]  2024-04-30    2.9    0.8    1   1771.66   1557.07
2025-10-11T16:38:29.660186018Z [inf]  2024-05-01    2.8    1.7    1   1771.66   1516.55
2025-10-11T16:38:29.668911125Z [inf]  2024-05-02    3.6    2.6    1   1771.66   1521.15
2025-10-11T16:38:29.680714952Z [inf]  2024-05-03    3.4    3.2    1   1771.66   1597.69
2025-10-11T16:38:29.689953364Z [inf]  2024-05-04    3.0    1.6    1   1771.66   1661.16
2025-10-11T16:38:29.707504540Z [inf]  2024-05-05    0.3    0.7    1   1771.66   1663.73
2025-10-11T16:38:29.710183615Z [inf]  2024-05-06    0.3    4.8    1   1771.66   1651.41
2025-10-11T16:38:29.721689970Z [inf]  2024-05-07    0.4    2.1    1   1771.66   1682.57
2025-10-11T16:38:29.733925618Z [inf]  2024-05-08   -0.4    3.7    0   1833.50   1660.46
2025-10-11T16:38:29.741992054Z [inf]  2024-05-09   -1.1   -1.0   -1   1833.50   1654.08
2025-10-11T16:38:29.755362419Z [inf]  2024-05-10    1.5    0.3    0   1840.54   1694.44
2025-10-11T16:38:29.764541816Z [inf]  2024-05-11    1.8   -0.6    0   1840.54   1655.69
2025-10-11T16:38:29.772556929Z [inf]  2024-05-12    0.6    1.7    1   1840.54   1556.19
2025-10-11T16:38:29.790316958Z [inf]  2024-05-13    1.5    3.4    1   1840.54   1568.05
